no,name_of_member,state,party,term_start,term_end,vacation_date_reason,vacation_date,vacation_reason,party_normalized
86,Anbalagan Shri P.,Tamil Nadu,AIADMK,1980-07-28,1984-04-02,Retirement,1984-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
97,Ansari Shri Hayatulla,Nominated,Congress,1982-09-27,1988-09-26,Retirement,1988-09-26,Retirement,INDIAN NATIONAL CONGRESS
99,Ansari Shri Mohammed Amin,Uttar Pradesh,Congress,1988-04-03,1994-04-02,14/07/1990 Death,1990-07-14,Death,INDIAN NATIONAL CONGRESS
107,Apparow Shri M.R.,Andhra Pradesh,CONG(I),1981-03-20,1982-04-02,Retirement,1982-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
111,Arif Shri Mohammed Usman,Rajasthan,Congress,1982-04-03,1988-04-02,31/03/1985 Resignation,1985-03-31,Resignation,INDIAN NATIONAL CONGRESS
114,Arun Singh Shri,Uttar Pradesh,INC,1984-04-03,1990-04-02,17/08/1988 Resignation,1988-08-17,Resignation,INDIAN NATIONAL CONGRESS
120,Ashwani Kumar Shri,Bihar,BJP,1980-07-07,1986-07-06,Retirement,1986-07-06,Retirement,BHARATIYA JANTA PARTY
120,Ashwani Kumar Shri,Bihar,BJP,1986-07-07,1992-07-06,Retirement,1992-07-06,Retirement,BHARATIYA JANTA PARTY
125,Aurora Sardar Jagjit Singh,Punjab,AD,1986-07-05,1992-07-04,Retirement,1992-07-04,Retirement,AKALI DAL
2,Baby Shri M.A.,Kerala,CPI(M),1986-04-03,1992-04-02,Retirement,1992-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
7,Bagchi Shri Chandan K.,Bihar,CONG(I),1983-04-12,1984-04-09,Retirement,1984-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
10,Bagrodia Shri Santosh,Rajasthan,CONG(I),1986-07-05,1992-07-04,Retirement,1992-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
11,Baharul Islam Shri,Assam,Congress,1983-06-15,1989-06-14,Retirement,1989-06-14,Retirement,INDIAN NATIONAL CONGRESS
20,Balanandan Shri E.,Kerala,CPI(M),1988-07-02,1994-07-01,Retirement,1994-07-01,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
21,Balaram Shri N.E.,Kerala,CPI,1985-04-22,1991-04-21,Retirement,1991-04-21,Retirement,COMMUNIST PARTY OF INDIA
27,Balmik Shri Achchhey Lal,Uttar Pradesh,CONG(I),1985-01-31,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
29,Balmiki Shri Shiv Lal,Uttar Pradesh,CONG(I),1981-09-16,1982-04-02,Retirement,1982-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
32,Balu Shri T.R.,Tamil Nadu,DMK,1986-06-30,1992-06-29,Retirement,1992-06-29,Retirement,DRAVIDA MUMMETRA KAZHAGAM
34,Banamali Babu Shri,Odisha,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
43,Bansal Shri Pawan Kumar,Punjab,INC,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS
48,Barman Shri Debendra Nath,West Bengal,CPI(M),1981-07-10,1987-07-09,Retirement,1987-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
50,Barongpa Shri Sushil,Himachal Pradesh,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
58,Basavaraju Shri M.,Karnataka,CONG(I),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
61,Basu Shri Chitta,West Bengal,FB,1985-12-02,1990-04-02,27/11/1989 Elected to Lok Sabha,1989-11-27,ElectedtoLokSabha,FORWARD BLOCK
64,Basumatari Shri Dharanidhar,Assam,CONG(I),1983-06-15,1989-06-14,Retirement,1989-06-14,Retirement,INDIAN NATIONAL CONGRESS (I)
65,Basumatary Shri Amritlal,Assam,CONG (S),1989-06-15,1995-06-14,01/08/1991 Disqualification,1991-08-01,Disqualification,""
66,Basuray Shri Sunil,West Bengal,CPI(M),1987-07-10,1993-07-09,Retirement,1993-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
71,Bekal Utsahi Shri,Uttar Pradesh,CONG(I),1986-07-05,1992-07-04,Retirement,1992-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
82,Bhajan Lal Shri,Haryana,CONG(I),1986-08-02,1992-08-01,27/11/1989 Elected to Lok Sabha,1989-11-27,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS (I)
83,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),1980-06-30,1982-04-02,Retirement,1982-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
83,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
83,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
87,Bharadwaj Shri Ramchandra,Bihar,CONG(I),1980-07-07,1986-07-06,Retirement,1986-07-06,Retirement,INDIAN NATIONAL CONGRESS (I)
89,Bhardwaj Shri Hans Raj,Madhya Pradesh,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
89,Bhardwaj Shri Hans Raj,Madhya Pradesh,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
96,Bhatia Shri Madan,Nominated,CONG(I),1982-09-27,1988-09-26,Retirement,1988-09-26,Retirement,INDIAN NATIONAL CONGRESS (I)
96,Bhatia Shri Madan,Nominated,CONG(I),1988-11-25,1994-11-24,24/11/1994 Retirement,1994-11-24,Retirement,INDIAN NATIONAL CONGRESS (I)
99,Bhatt Smt. Ela Ramesh,Nominated,NOM.,1986-05-12,1988-09-26,Retirement,1988-09-26,Retirement,NOMINATED
100,Bhatt Shri Jitendrabhai Labhshanker,Gujarat,CONG(I),1987-08-14,1993-08-13,Retirement,1993-08-13,Retirement,INDIAN NATIONAL CONGRESS (I)
102,Bhatt Shri Nand Kishore,Madhya Pradesh,CONG(I),1980-06-30,1986-06-29,Retirement,1986-06-29,Retirement,INDIAN NATIONAL CONGRESS (I)
103,Bhattacharjee Shri Kamalendu,Assam,CONG(I),1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
105,Bhattacharjee Shri Nepaldev,West Bengal,CPI(M),1981-09-28,1982-04-02,Retirement,1982-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
105,Bhattacharjee Shri Nepaldev,West Bengal,CPI(M),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
106,Bhattacharjee Prof. Saurin,West Bengal,RSP,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,REVOLUTIONARY SOCIALIST PARTY
108,Bhattacharya Smt. Ila,Tripura,CPI(M),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
113,Bhim Raj Shri,Rajasthan,CONG(I),1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
119,Bhuyan Shri Gaya Chand,Odisha,JP,1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,JANTA PARTY
122,Birla Shri Krishna Kumar,Rajasthan,IND.,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDEPENDENT
4,Chakraborty Shri Amarprosad,West Bengal,FB,1984-04-03,1990-04-02,27/10/1985 Death,1985-10-27,Death,FORWARD BLOCK
8,Chakravarty Smt. Bijoya,Assam,AGP,1986-04-03,1992-04-02,Retirement,1992-04-02,Retirement,ASOM GANA PARISHAD
12,Chand Ram Shri,Haryana,CONG(I),1983-03-12,1984-04-09,Retirement,1984-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
15,Chandrasekhar Smt. Maragatham,Nominated,CONG(I),1982-09-27,1988-09-26,29/12/1984 Elected to Lok Sabha,1984-12-29,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS (I)
23,Chatterjee Prof.(Smt) Asima,Nominated,NOM.,1982-02-18,1984-04-13,Retirement,1984-04-13,Retirement,NOMINATED
23,Chatterjee Prof.(Smt) Asima,Nominated,NOM.,1984-05-09,1990-05-08,Retirement,1990-05-08,Retirement,NOMINATED
25,Chatterjee Shri Nirmal,West Bengal,CPI(M),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
30,Chaturvedi Shri Bhuvnesh,Rajasthan,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
30,Chaturvedi Shri Bhuvnesh,Rajasthan,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
37,Chaudhuri Shri Tridib,West Bengal,RSP,1987-07-10,1993-07-09,Retirement,1993-07-09,Retirement,REVOLUTIONARY SOCIALIST PARTY
43,Chautala Shri Om Prakash,Haryana,JD,1987-08-14,1990-04-09,Retirement,1990-04-09,Retirement,JANATA DAL
44,Chavan Smt. Premilabai Dajisaheb,Maharashtra,CONG(I),1980-07-05,1986-07-04,28/12/1984 Elected to Lok Sabha,1984-12-28,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS (I)
46,Chavan Shri S.B.,Maharashtra,CONG(I),1988-10-28,1990-04-02,02/04/1990 Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
62,Chowdhary Shri Hari Singh,Uttar Pradesh,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
63,Chowdhary Shri Ram Sewak,Uttar Pradesh,CONG(I),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
63,Chowdhary Shri Ram Sewak,Uttar Pradesh,CONG(I),1986-07-05,1992-07-04,Retirement,1992-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
64,Chowdhri Shri A. S.,Andhra Pradesh,CONG(I),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
66,Chowdhury Smt. Renuka,Andhra Pradesh,TDP,1986-04-03,1992-04-02,Retirement,1992-04-02,Retirement,TELUGU DESAM PARTY
1,D'souza Dr. Joseph Leon,Maharashtra,CONG(I),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
7,Dalwai Shri Husen,Maharashtra,CONG(I),1984-04-03,1990-04-02,28/12/84,1984-12-28,"",INDIAN NATIONAL CONGRESS (I)
13,Darbara Singh Shri,Punjab,CONG(I),1984-04-10,1990-04-09,11/03/1990 Death,1990-03-11,Death,INDIAN NATIONAL CONGRESS (I)
28,Das Smt. Monika,Karnataka,CONG(I),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
33,Das Gupta Shri Gurudas,West Bengal,CPI,1985-03-12,1988-04-02,Retirement,1988-04-02,Retirement,COMMUNIST PARTY OF INDIA
33,Das Gupta Shri Gurudas,West Bengal,CPI,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,COMMUNIST PARTY OF INDIA
55,Deori Smt. Omem Moyong,Arunachal Pradesh,CONG(I),1984-05-27,1990-05-26,19/03/1990 Resignation,1990-03-19,Resignation,INDIAN NATIONAL CONGRESS (I)
57,Desai Shri Jagesh,Maharashtra,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
66,Deshmukh Shri Shankarrao Narayanarao,Maharashtra,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
75,Dhabe Shri S.W.,Maharashtra,CONG (S),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,""
79,Dharam Pal Shri,Jammu & Kashmir,CONG(I),1988-04-03,1994-04-02,27/11/1989 Elected to Lok Sabha,1989-11-27,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS (I)
82,Dharmavir Shri,Uttar Pradesh,CONG(I),1980-07-05,1986-07-04,22/12/1984 Death,1984-12-22,Death,INDIAN NATIONAL CONGRESS (I)
88,Dhusiya Shri Sohan Lal,Uttar Pradesh,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
93,Dinesh Shri Singh,Uttar Pradesh,O,1980-06-30,1982-04-02,Retirement,1982-04-02,Retirement,""
99,Dronamraju Shri Satyanarayana,Andhra Pradesh,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
105,Dubey Shri Bindeshwari,Bihar,CONG(I),1988-04-03,1994-04-02,20/01/1993 Death,1993-01-20,Death,INDIAN NATIONAL CONGRESS (I)
115,Dutt Smt. Nargis,Nominated,NOM.,1980-04-03,1986-04-02,03/05/1981 Death,1981-05-03,Death,NOMINATED
1,Faguni Ram Dr.,Bihar,CONG(I),1985-02-11,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
1,Faguni Ram Dr.,Bihar,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
5,Fernandes Shri John F.,Goa,CONG(I),1987-07-08,1993-07-07,Retirement,1993-07-07,Retirement,INDIAN NATIONAL CONGRESS (I)
6,Fotedar Shri Makhan Lal,Uttar Pradesh,CONG(I),1985-05-09,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
8,Ganesan Shri L.,Tamil Nadu,DMK,1980-06-30,1986-06-29,10/04/1986 Resignation,1986-04-10,Resignation,DRAVIDA MUMMETRA KAZHAGAM
11,Ganesan Shri V. C.,Nominated,CONG(I),1982-02-18,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
12,Ganeshwar Kusum Shri,Odisha,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
16,Gautam Shri Anand Prakash,Uttar Pradesh,CONG(I),1985-01-28,1986-07-04,04/07/1986 Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
16,Gautam Shri Anand Prakash,Uttar Pradesh,IND.,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDEPENDENT
25,Ghosh Shri Arabinda,West Bengal,CPI(M),1981-07-10,1987-07-09,08/11/1984 Death,1984-11-08,Death,COMMUNIST PARTY OF INDIA (MARXIST)
26,Ghosh Shri Dipen,West Bengal,CPI(M),1981-07-10,1987-07-09,Retirement,1987-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
26,Ghosh Shri Dipen,West Bengal,CPI(M),1987-07-10,1993-07-09,Retirement,1993-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
29,Ghosh Shri Shantimoy,West Bengal,CPI(M),1984-09-18,1987-07-09,31/10/1986 Death,1986-10-31,Death,COMMUNIST PARTY OF INDIA (MARXIST)
31,Ghufran Azam Shri,Madhya Pradesh,CONG(I),1989-06-16,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
46,Gopalan Shri K.,Kerala,Janata (G),1982-07-02,1988-07-01,Retirement,1988-07-01,Retirement,""
47,Gopalan Shri R. T.,Tamil Nadu,AIADMK,1986-06-30,1992-06-29,Retirement,1992-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
50,Goswami Shri Biswa,Assam,JAN,1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,""
52,Goswami Shri Ramnarayan,West Bengal,CPI(M),1986-10-22,1987-07-09,Retirement,1987-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
52,Goswami Shri Ramnarayan,West Bengal,CPI(M),1987-07-10,1993-07-09,Retirement,1993-07-09,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
57,Gowda Shri D. B. Chandre,Karnataka,JD,1986-04-03,1992-04-02,14/12/1989 Resignation,1989-12-14,Resignation,JANATA DAL
59,Gowda Shri K. G. Thimme,Karnataka,JD,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,JANATA DAL
63,Goyal Shri J.P.,Uttar Pradesh,LD,1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,LOK DAL
81,Gupta Shri Vishwa Bandhu,National Capital Territory of Delhi,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
85,Gurung Shri T. S.,West Bengal,CPI(M),1986-03-14,1990-04-02,13/01/1989 Death,1989-01-13,Death,COMMUNIST PARTY OF INDIA (MARXIST)
86,Gurupadaswamy Shri M. S.,Karnataka,JD,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,JANATA DAL
6,Handique Shri Bijoy Krishna,Assam,CONG(I),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
10,Hanspal Shri Harvendra Singh,Punjab,CONG(I),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
10,Hanspal Shri Harvendra Singh,Punjab,CONG(I),1986-07-05,1992-07-04,Retirement,1992-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
11,Hanumanthappa Shri H.,Karnataka,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
11,Hanumanthappa Shri H.,Karnataka,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
12,Haq Molana Asrarul,Rajasthan,CONG(I),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
14,Haridas Shri C.,Kerala,INC,1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,INDIAN NATIONAL CONGRESS
19,Hashmi Shri Shamim,Bihar,JD,1988-04-03,1994-04-02,28/07/1989 Resignation,1989-07-28,Resignation,JANATA DAL
19,Hashmi Shri Shamim,Bihar,CONG(I),1989-09-25,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
20,Hashmi Shri Syed Ahmad,Uttar Pradesh,LD,1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,LOK DAL
24,Heerachand Shri D.,Tamil Nadu,AIADMK,1980-06-30,1986-06-29,Retirement,1986-06-29,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
31,Heptulla Dr. Najma A.,Maharashtra,CONG(I),1980-07-05,1986-07-04,Retirement,1986-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
31,Heptulla Dr. Najma A.,Maharashtra,CONG(I),1986-07-05,1992-07-04,04/07/1992 Retirement,1992-07-04,Retirement,INDIAN NATIONAL CONGRESS (I)
36,Husain Shri M.F.,Nominated,NOM.,1986-05-12,1992-05-11,Retirement,1992-05-11,Retirement,NOMINATED
1,Ibrahim Shri B.,Karnataka,CONG(I),1980-03-25,1984-04-09,Retirement,1984-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
7,Imti Shri T. Aliba,Nagaland,UDF(N),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,UNITED DEMOCRATIC FRONT
1,Jacob Shri M.M.,Kerala,CONG(I),1982-07-02,1988-07-01,Retirement,1988-07-01,Retirement,INDIAN NATIONAL CONGRESS (I)
1,Jacob Shri M.M.,Kerala,CONG(I),1988-07-02,1994-07-01,Retirement,1994-07-01,Retirement,INDIAN NATIONAL CONGRESS (I)
4,Jadhav Shri Vithalrao Madhavrao,Maharashtra,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
4,Jadhav Shri Vithalrao Madhavrao,Maharashtra,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
7,Jagatpal Singh Thakur,Madhya Pradesh,INC,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS
15,Jain Shri J.K.,Madhya Pradesh,BJP,1980-06-30,1986-06-29,Retirement,1986-06-29,Retirement,BHARATIYA JANTA PARTY
18,Jain Shri Rajendra Prasad,Jammu & Kashmir,CONG(I),1988-04-03,1994-04-02,27/11/1989 Elected to Lok Sabha,1989-11-27,ElectedtoLokSabha,INDIAN NATIONAL CONGRESS (I)
28,Jamir Shri S.C.,Nagaland,CONG(I),1987-07-02,1992-04-02,02/02/1989 Resignation,1989-02-02,Resignation,INDIAN NATIONAL CONGRESS (I)
29,Jamuda Shri Durga Prasad,Bihar,CONG(I),1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS (I)
33,Jani Shri Jagadish,Odisha,CONG(I),1980-07-02,1986-07-01,Retirement,1986-07-01,Retirement,INDIAN NATIONAL CONGRESS (I)
33,Jani Shri Jagadish,Odisha,CONG(I),1986-07-02,1992-07-01,Retirement,1992-07-01,Retirement,INDIAN NATIONAL CONGRESS (I)
35,Javali Shri J.P.,Karnataka,JD,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,JANATA DAL
37,Jayalalitha Jayaram Ms.,Tamil Nadu,AIADMK,1984-04-03,1990-04-02,28/01/1989 Resignation,1989-01-28,Resignation,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
39,Jethmalani Shri Ram,Karnataka,JD,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,JANATA DAL
41,Jha Shri Lakshmi Kant,Bihar,Congress,1986-07-07,1992-07-06,16/01/1988 Death,1988-01-16,Death,INDIAN NATIONAL CONGRESS
49,Jogi Shri Ajit P.K.,Madhya Pradesh,CONG(I),1986-06-30,1992-06-29,Retirement,1992-06-29,Retirement,INDIAN NATIONAL CONGRESS (I)
51,John Shri Valampuri,Tamil Nadu,AIADMK,1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
54,Joseph Shri O. J.,Kerala,CPI(M),1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
59,Joshi Shri Krishna Nand,Uttar Pradesh,CONG(I),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
60,Joshi Miss Kumudben M.,Gujarat,CONG(I),1982-04-03,1988-04-02,25/11/1985 Resignation,1985-11-25,Resignation,INDIAN NATIONAL CONGRESS (I)
65,Joshi Smt. Sudha Vijay,Maharashtra,CONG(I),1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
3,Kadharsha Shri M.,Tamil Nadu,AIADMK,1983-07-25,1989-07-24,Retirement,1989-07-24,Retirement,ALL INDIA ANNA DRAVIDA MUNNETRA KAZHAGAM
4,Kailashpati Smt.,Uttar Pradesh,CONG(I),1985-01-28,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
4,Kailashpati Smt.,Uttar Pradesh,CONG(I),1988-03-04,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
9,Kakodkar Shri Purushottam,Nominated,CONG(I),1985-01-03,1991-01-02,Retirement,1991-01-02,Retirement,INDIAN NATIONAL CONGRESS (I)
11,Kaldate Dr. Bapu,Maharashtra,JD,1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,JANATA DAL
13,Kalmadi Shri Suresh,Maharashtra,CONG (S),1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,""
13,Kalmadi Shri Suresh,Maharashtra,CONG(I),1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS (I)
14,Kalvala Shri Prabhakar Rao,Andhra Pradesh,TDP,1986-04-03,1992-04-02,Retirement,1992-04-02,Retirement,TELUGU DESAM PARTY
18,Kalyanasundaram Shri M.,Tamil Nadu,CPI,1980-06-30,1986-06-29,Retirement,1986-06-29,Retirement,COMMUNIST PARTY OF INDIA
22,Kamble Prof. N.M.,Maharashtra,INC,1980-08-04,1982-04-02,Retirement,1982-04-02,Retirement,INDIAN NATIONAL CONGRESS
22,Kamble Prof. N.M.,Maharashtra,INC,1984-04-03,1990-04-02,09/08/1988 Resignation,1988-08-09,Resignation,INDIAN NATIONAL CONGRESS
33,Kapur Shri H.L.,Nominated,INC,1985-01-03,1988-09-26,14/11/1985 Resignation,1985-11-14,Resignation,INDIAN NATIONAL CONGRESS
35,Kar Shri Ghulam Rasool,Nominated,INC,1984-05-09,1987-12-28,28/12/1987 Disqualification,1987-12-28,Disqualification,INDIAN NATIONAL CONGRESS
36,Kar Shri Narayan,Tripura,CPI(M),1986-04-03,1992-04-02,Retirement,1992-04-02,Retirement,COMMUNIST PARTY OF INDIA (MARXIST)
57,Kaul Smt. Krishna,Uttar Pradesh,INC,1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS
62,Kaushik Shri M.P.,Haryana,INC,1984-04-10,1990-04-09,21/05/1987 Death,1987-05-21,Death,INDIAN NATIONAL CONGRESS
68,Kesri Shri Sitaram,Bihar,INC,1980-07-07,1986-07-06,Retirement,1986-07-06,Retirement,INDIAN NATIONAL CONGRESS
68,Kesri Shri Sitaram,Bihar,INC,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS
78,Khan Shri F.M.,Karnataka,INC,1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS
82,Khan Shri Khurshed Alam,Uttar Pradesh,INC,1980-07-05,1986-07-04,06/12/1984 Resignation,1984-12-06,Resignation,INDIAN NATIONAL CONGRESS
95,Khandelwal Shri Pyarelal,Madhya Pradesh,BJP,1980-06-30,1986-06-29,Retirement,1986-06-29,Retirement,BHARATIYA JANTA PARTY
98,Khaparde Miss Saroj,Maharashtra,INC,1982-04-03,1988-04-02,Retirement,1988-04-02,Retirement,INDIAN NATIONAL CONGRESS
98,Khaparde Miss Saroj,Maharashtra,INC,1988-04-03,1994-04-02,Retirement,1994-04-02,Retirement,INDIAN NATIONAL CONGRESS
101,Khatun Ms. Sayeeda,Madhya Pradesh,INC,1986-06-30,1992-06-29,Retirement,1992-06-29,Retirement,INDIAN NATIONAL CONGRESS
106,Khushwant Singh Shri,Nominated,NOM.,1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,NOMINATED
109,Kidwai Dr. Mohd. Hashim,Uttar Pradesh,INC,1984-04-03,1990-04-02,Retirement,1990-04-02,Retirement,INDIAN NATIONAL CONGRESS
112,Kiruttinan Shri Pasupon Tha,Tamil Nadu,DMK,1989-03-15,1990-04-02,Retirement,1990-04-02,Retirement,DRAVIDA MUMMETRA KAZHAGAM
117,Kollur Shri M.L.,Karnataka,INC,1984-04-10,1990-04-09,Retirement,1990-04-09,Retirement,INDIAN NATIONAL CONGRESS
124,Koya Shri B.V. Abdulla,Kerala,ML,1980-04-03,1986-04-02,Retirement,1986-04-02,Retirement,MUSLIM LEAGUE
